"C25095_001E","C25095_001M","C25095_002E","C25095_002M","C25095_003E","C25095_003M","C25095_004E","C25095_004M","C25095_005E","C25095_005M","C25095_006E","C25095_006M","C25095_007E","C25095_007M","C25095_008E","C25095_008M","C25095_009E","C25095_009M","C25095_010E","C25095_010M","C25095_011E","C25095_011M","C25095_012E","C25095_012M","C25095_013E","C25095_013M","C25095_014E","C25095_014M","C25095_015E","C25095_015M","C25095_016E","C25095_016M","C25095_017E","C25095_017M","C25095_018E","C25095_018M","C25095_019E","C25095_019M","C25095_020E","C25095_020M","C25095_021E","C25095_021M","C25095_022E","C25095_022M","C25095_023E","C25095_023M","C25095_024E","C25095_024M","C25095_025E","C25095_025M","C25095_026E","C25095_026M","C25095_027E","C25095_027M","C25095_028E","C25095_028M","C25095_029E","C25095_029M","GEO_ID","NAME"
"518","121","65","75","0","12","65","75","0","12","29","33","0","12","29","33","0","12","95","47","56","40","39","31","0","12","20","24","10","16","10","18","0","12","192","92","192","92","0","12","0","12","75","77","75","77","0","12","0","12","42","43","42","43","0","12","0","12","1500000US370810126122","Block Group 2, Census Tract 126.12, Guilford County, North Carolina"
"469","116","73","75","0","12","73","75","0","12","18","29","0","12","18","29","0","12","100","52","15","24","85","54","0","12","117","88","117","88","0","12","0","12","65","58","65","58","0","12","0","12","74","57","74","57","0","12","0","12","22","31","22","31","0","12","0","12","1500000US370810126123","Block Group 3, Census Tract 126.12, Guilford County, North Carolina"
"266","90","37","43","0","12","30","41","7","12","6","11","0","12","6","11","0","12","29","27","10","13","19","24","0","12","23","39","23","39","0","12","0","12","55","39","51","40","4","8","0","12","94","53","94","53","0","12","0","12","22","27","22","27","0","12","0","12","1500000US370810126171","Block Group 1, Census Tract 126.17, Guilford County, North Carolina"
"234","82","0","12","0","12","0","12","0","12","21","20","6","10","15","17","0","12","46","38","24","25","22","27","0","12","43","38","22","26","21","30","0","12","53","43","45","38","8","15","0","12","44","57","44","57","0","12","0","12","27","39","27","39","0","12","0","12","1500000US370810126172","Block Group 2, Census Tract 126.17, Guilford County, North Carolina"
"730","125","28","33","0","12","28","33","0","12","27","31","0","12","27","31","0","12","57","46","15","24","42","39","0","12","43","40","30","33","13","22","0","12","89","59","56","45","33","38","0","12","70","44","53","42","17","26","0","12","416","120","390","117","26","30","0","12","1500000US370810127031","Block Group 1, Census Tract 127.03, Guilford County, North Carolina"
"158","82","42","68","0","12","42","68","0","12","14","22","14","22","0","12","0","12","14","23","14","23","0","12","0","12","45","41","14","22","31","34","0","12","28","31","28","31","0","12","0","12","15","23","15","23","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810127032","Block Group 2, Census Tract 127.03, Guilford County, North Carolina"
"361","108","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","56","74","56","74","0","12","0","12","42","39","12","19","30","34","0","12","42","39","29","33","13","20","0","12","41","38","27","31","14","22","0","12","180","83","180","83","0","12","0","12","1500000US370810127033","Block Group 3, Census Tract 127.03, Guilford County, North Carolina"
"122","45","0","12","0","12","0","12","0","12","9","13","0","12","9","13","0","12","18","20","18","20","0","12","0","12","51","37","46","33","5","11","0","12","15","16","15","16","0","12","0","12","29","25","18","21","11","16","0","12","0","12","0","12","0","12","0","12","1500000US370810127041","Block Group 1, Census Tract 127.04, Guilford County, North Carolina"
"198","58","22","23","0","12","22","23","0","12","17","20","6","9","11","18","0","12","90","37","50","31","40","36","0","12","46","47","0","12","46","47","0","12","17","19","17","19","0","12","0","12","6","11","6","11","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810127042","Block Group 2, Census Tract 127.04, Guilford County, North Carolina"
"326","86","22","25","0","12","11","17","11","18","0","12","0","12","0","12","0","12","66","39","15","13","51","37","0","12","55","48","19","20","36","45","0","12","75","50","75","50","0","12","0","12","43","29","43","29","0","12","0","12","65","42","65","42","0","12","0","12","1500000US370810127043","Block Group 3, Census Tract 127.04, Guilford County, North Carolina"
"340","67","41","34","0","12","41","34","0","12","88","48","28","35","60","36","0","12","62","38","26","27","36","26","0","12","67","57","23","28","44","46","0","12","48","34","48","34","0","12","0","12","0","12","0","12","0","12","0","12","34","32","34","32","0","12","0","12","1500000US370810127051","Block Group 1, Census Tract 127.05, Guilford County, North Carolina"
"684","135","68","55","12","18","56","51","0","12","72","45","15","17","57","42","0","12","131","62","46","33","85","57","0","12","93","45","65","37","28","25","0","12","177","92","148","88","29","36","0","12","63","41","63","41","0","12","0","12","80","69","80","69","0","12","0","12","1500000US370810127052","Block Group 2, Census Tract 127.05, Guilford County, North Carolina"
"233","73","52","35","0","12","42","31","10","15","30","24","22","21","8","13","0","12","12","20","0","12","12","20","0","12","39","32","13","21","26","24","0","12","60","44","60","44","0","12","0","12","0","12","0","12","0","12","0","12","40","54","40","54","0","12","0","12","1500000US370810127061","Block Group 1, Census Tract 127.06, Guilford County, North Carolina"
"203","74","0","12","0","12","0","12","0","12","61","53","11","18","50","52","0","12","15","22","0","12","15","22","0","12","70","47","70","47","0","12","0","12","49","37","49","37","0","12","0","12","0","12","0","12","0","12","0","12","8","13","8","13","0","12","0","12","1500000US370810127062","Block Group 2, Census Tract 127.06, Guilford County, North Carolina"
"172","87","14","16","0","12","14","16","0","12","18","22","0","12","18","22","0","12","118","92","11","20","107","91","0","12","0","12","0","12","0","12","0","12","13","21","13","21","0","12","0","12","9","15","9","15","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810127071","Block Group 1, Census Tract 127.07, Guilford County, North Carolina"
"233","88","36","32","0","12","24","28","12","15","40","41","32","38","8","14","0","12","53","35","14","17","39","31","0","12","43","34","43","34","0","12","0","12","48","36","48","36","0","12","0","12","0","12","0","12","0","12","0","12","13","22","13","22","0","12","0","12","1500000US370810127072","Block Group 2, Census Tract 127.07, Guilford County, North Carolina"
"690","153","62","62","0","12","62","62","0","12","73","82","0","12","73","82","0","12","184","96","69","50","115","84","0","12","143","96","143","96","0","12","0","12","63","52","63","52","0","12","0","12","84","72","84","72","0","12","0","12","81","63","81","63","0","12","0","12","1500000US370810128031","Block Group 1, Census Tract 128.03, Guilford County, North Carolina"
"1307","206","73","77","11","19","62","74","0","12","114","83","19","22","95","80","0","12","69","47","11","17","58","43","0","12","171","99","78","66","93","76","0","12","229","93","166","82","63","48","0","12","216","131","216","131","0","12","0","12","435","137","435","137","0","12","0","12","1500000US370810128032","Block Group 2, Census Tract 128.03, Guilford County, North Carolina"
"351","81","6","10","0","12","6","10","0","12","47","32","0","12","47","32","0","12","78","44","18","23","60","38","0","12","30","27","22","24","8","12","0","12","58","32","58","32","0","12","0","12","88","51","88","51","0","12","0","12","44","28","34","28","10","15","0","12","1500000US370810128041","Block Group 1, Census Tract 128.04, Guilford County, North Carolina"
"456","83","6","9","0","12","6","9","0","12","55","36","10","15","45","32","0","12","43","28","23","23","20","18","0","12","130","67","58","45","72","61","0","12","161","56","126","49","35","32","0","12","11","17","11","17","0","12","0","12","50","36","50","36","0","12","0","12","1500000US370810128042","Block Group 2, Census Tract 128.04, Guilford County, North Carolina"
"785","122","21","25","0","12","21","25","0","12","119","81","8","12","111","80","0","12","224","104","61","49","163","78","0","12","118","44","50","36","68","40","0","12","146","89","121","84","25","28","0","12","90","64","66","51","24","36","0","12","67","51","67","51","0","12","0","12","1500000US370810128051","Block Group 1, Census Tract 128.05, Guilford County, North Carolina"
"175","58","8","9","0","12","3","5","5","8","55","39","25","25","30","30","0","12","19","19","0","12","19","19","0","12","36","33","15","14","21","30","0","12","14","15","14","15","0","12","0","12","27","22","27","22","0","12","0","12","16","18","16","18","0","12","0","12","1500000US370810136011","Block Group 1, Census Tract 136.01, Guilford County, North Carolina"
"68","28","0","12","0","12","0","12","0","12","12","15","0","12","12","15","0","12","12","16","0","12","12","16","0","12","7","12","7","12","0","12","0","12","14","18","5","10","9","14","0","12","4","6","4","6","0","12","0","12","19","16","19","16","0","12","0","12","1500000US370810136012","Block Group 2, Census Tract 136.01, Guilford County, North Carolina"
"199","75","7","11","0","12","7","11","0","12","9","14","0","12","9","14","0","12","86","59","45","47","41","38","0","12","44","30","26","23","18","19","0","12","31","38","31","38","0","12","0","12","11","16","11","16","0","12","0","12","11","18","11","18","0","12","0","12","1500000US370810136021","Block Group 1, Census Tract 136.02, Guilford County, North Carolina"
"182","50","9","14","0","12","9","14","0","12","0","12","0","12","0","12","0","12","30","25","22","22","8","12","0","12","85","62","56","36","29","46","0","12","0","12","0","12","0","12","0","12","31","25","31","25","0","12","0","12","27","25","27","25","0","12","0","12","1500000US370810136022","Block Group 2, Census Tract 136.02, Guilford County, North Carolina"
"224","57","16","19","0","12","16","19","0","12","28","25","20","22","8","12","0","12","12","16","9","14","3","7","0","12","17","20","17","20","0","12","0","12","85","55","85","55","0","12","0","12","29","22","29","22","0","12","0","12","37","27","37","27","0","12","0","12","1500000US370810136023","Block Group 3, Census Tract 136.02, Guilford County, North Carolina"
"229","67","38","46","0","12","38","46","0","12","25","23","7","10","18","20","0","12","17","21","17","21","0","12","0","12","19","20","0","12","19","20","0","12","87","58","87","58","0","12","0","12","11","17","11","17","0","12","0","12","32","25","32","25","0","12","0","12","1500000US370810136024","Block Group 4, Census Tract 136.02, Guilford County, North Carolina"
"388","67","0","12","0","12","0","12","0","12","6","9","0","12","6","9","0","12","38","28","7","12","31","25","0","12","32","27","12","13","20","24","0","12","53","37","36","32","17","20","0","12","23","27","12","19","11","18","0","12","236","68","236","68","0","12","0","12","1500000US370810137001","Block Group 1, Census Tract 137, Guilford County, North Carolina"
"197","66","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","64","52","15","19","49","47","0","12","0","12","0","12","0","12","0","12","78","48","67","51","11","13","0","12","20","21","20","21","0","12","0","12","35","30","35","30","0","12","0","12","1500000US370810137002","Block Group 2, Census Tract 137, Guilford County, North Carolina"
"252","104","36","44","0","12","0","12","36","44","23","21","0","12","23","21","0","12","34","26","18","16","16","20","0","12","12","19","12","19","0","12","0","12","95","83","80","82","15","22","0","12","9","24","9","24","0","12","0","12","43","31","43","31","0","12","0","12","1500000US370810137003","Block Group 3, Census Tract 137, Guilford County, North Carolina"
"244","64","0","12","0","12","0","12","0","12","13","14","6","11","7","10","0","12","30","39","0","12","30","39","0","12","0","12","0","12","0","12","0","12","25","26","11","18","14","20","0","12","45","28","20","23","25","22","0","12","131","51","131","51","0","12","0","12","1500000US370810137004","Block Group 4, Census Tract 137, Guilford County, North Carolina"
"248","77","0","12","0","12","0","12","0","12","63","45","13","16","50","44","0","12","7","11","0","12","7","11","0","12","36","31","19","22","17","20","0","12","27","24","16","16","11","19","0","12","31","45","31","45","0","12","0","12","84","56","61","38","23","45","0","12","1500000US370810137005","Block Group 5, Census Tract 137, Guilford County, North Carolina"
"92","56","8","14","0","12","8","14","0","12","47","40","32","38","15","16","0","12","0","12","0","12","0","12","0","12","22","36","22","36","0","12","0","12","15","16","15","16","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810138001","Block Group 1, Census Tract 138, Guilford County, North Carolina"
"143","63","30","33","0","12","30","33","0","12","40","35","0","12","40","35","0","12","41","36","20","24","21","26","0","12","8","12","8","12","0","12","0","12","24","31","24","31","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810138002","Block Group 2, Census Tract 138, Guilford County, North Carolina"
"119","38","10","15","0","12","10","15","0","12","18","20","0","12","18","20","0","12","48","32","15","17","33","25","0","12","9","14","9","14","0","12","0","12","27","20","21","17","6","10","0","12","7","11","7","11","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810138003","Block Group 3, Census Tract 138, Guilford County, North Carolina"
"29","34","0","12","0","12","0","12","0","12","29","34","10","16","19","30","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810138004","Block Group 4, Census Tract 138, Guilford County, North Carolina"
"222","82","7","12","0","12","7","12","0","12","60","50","35","44","25","24","0","12","28","24","28","24","0","12","0","12","50","44","18","17","32","42","0","12","23","21","23","21","0","12","0","12","38","37","38","37","0","12","0","12","16","24","16","24","0","12","0","12","1500000US370810138005","Block Group 5, Census Tract 138, Guilford County, North Carolina"
"29","35","7","11","0","12","7","11","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","22","34","22","34","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810139001","Block Group 1, Census Tract 139, Guilford County, North Carolina"
"60","53","0","12","0","12","0","12","0","12","22","35","0","12","22","35","0","12","8","13","8","13","0","12","0","12","7","13","7","13","0","12","0","12","23","38","23","38","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810139002","Block Group 2, Census Tract 139, Guilford County, North Carolina"
"162","63","33","39","0","12","10","16","23","36","53","36","0","12","53","36","0","12","44","36","18","19","26","32","0","12","0","12","0","12","0","12","0","12","32","40","32","40","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810139003","Block Group 3, Census Tract 139, Guilford County, North Carolina"
"100","50","0","12","0","12","0","12","0","12","25","23","20","22","5","8","0","12","36","39","29","37","7","12","0","12","0","12","0","12","0","12","0","12","23","21","23","21","0","12","0","12","8","15","8","15","0","12","0","12","8","13","8","13","0","12","0","12","1500000US370810139004","Block Group 4, Census Tract 139, Guilford County, North Carolina"
"102","55","0","12","0","12","0","12","0","12","29","23","29","23","0","12","0","12","34","37","0","12","34","37","0","12","5","11","5","11","0","12","0","12","7","10","7","10","0","12","0","12","6","11","6","11","0","12","0","12","21","33","21","33","0","12","0","12","1500000US370810140001","Block Group 1, Census Tract 140, Guilford County, North Carolina"
"314","76","34","33","0","12","21","25","13","21","26","28","18","23","8","14","0","12","96","51","28","28","68","42","0","12","34","30","26","27","8","12","0","12","91","48","38","26","53","40","0","12","10","16","10","16","0","12","0","12","23","33","23","33","0","12","0","12","1500000US370810140002","Block Group 2, Census Tract 140, Guilford County, North Carolina"
"168","66","24","19","0","12","11","16","13","12","22","27","14","22","8","14","0","12","75","53","60","51","15","18","0","12","16","23","16","23","0","12","0","12","31","27","31","27","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810142001","Block Group 1, Census Tract 142, Guilford County, North Carolina"
"136","57","0","12","0","12","0","12","0","12","11","13","0","12","11","13","0","12","38","30","11","15","27","25","0","12","0","12","0","12","0","12","0","12","73","57","67","55","6","10","0","12","14","22","14","22","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810142002","Block Group 2, Census Tract 142, Guilford County, North Carolina"
"149","56","15","23","0","12","15","23","0","12","38","32","36","33","2","6","0","12","36","27","15","18","21","20","0","12","37","34","32","32","5","9","0","12","12","18","0","12","12","18","0","12","11","18","11","18","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810142003","Block Group 3, Census Tract 142, Guilford County, North Carolina"
"17","20","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","5","8","5","8","0","12","0","12","12","18","12","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810142004","Block Group 4, Census Tract 142, Guilford County, North Carolina"
"29","20","0","12","0","12","0","12","0","12","15","17","8","13","7","11","0","12","0","12","0","12","0","12","0","12","14","19","7","11","7","15","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810143001","Block Group 1, Census Tract 143, Guilford County, North Carolina"
"9","14","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","9","14","9","14","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810143002","Block Group 2, Census Tract 143, Guilford County, North Carolina"
"64","47","0","12","0","12","0","12","0","12","7","12","7","12","0","12","0","12","17","19","17","19","0","12","0","12","31","37","9","15","22","33","0","12","9","15","9","15","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810143003","Block Group 3, Census Tract 143, Guilford County, North Carolina"
"90","54","10","15","0","12","10","15","0","12","43","48","0","12","43","48","0","12","0","12","0","12","0","12","0","12","18","20","18","20","0","12","0","12","19","21","19","21","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810143004","Block Group 4, Census Tract 143, Guilford County, North Carolina"
"662","97","50","47","0","12","50","47","0","12","57","41","4","7","53","42","0","12","103","48","55","43","48","33","0","12","125","85","55","36","70","75","0","12","256","105","228","103","28","29","0","12","10","12","10","12","0","12","0","12","61","42","61","42","0","12","0","12","1500000US370810144061","Block Group 1, Census Tract 144.06, Guilford County, North Carolina"
"621","126","32","37","0","12","32","37","0","12","18","29","0","12","18","29","0","12","164","71","56","55","108","78","0","12","80","54","65","51","15","23","0","12","92","64","32","38","60","47","0","12","50","47","50","47","0","12","0","12","185","94","185","94","0","12","0","12","1500000US370810144071","Block Group 1, Census Tract 144.07, Guilford County, North Carolina"
"858","107","13","20","0","12","0","12","13","20","28","33","0","12","28","33","0","12","69","50","29","32","40","38","0","12","133","97","98","87","35","40","0","12","144","69","112","66","32","35","0","12","167","98","116","87","51","46","0","12","304","89","304","89","0","12","0","12","1500000US370810144072","Block Group 2, Census Tract 144.07, Guilford County, North Carolina"
"178","69","0","12","0","12","0","12","0","12","33","29","0","12","33","29","0","12","45","49","0","12","45","49","0","12","11","20","0","12","11","20","0","12","66","49","66","49","0","12","0","12","13","19","13","19","0","12","0","12","10","17","10","17","0","12","0","12","1500000US370810144073","Block Group 3, Census Tract 144.07, Guilford County, North Carolina"
"346","67","23","25","0","12","23","25","0","12","38","29","6","9","32","28","0","12","88","55","50","38","38","36","0","12","73","38","39","26","34","28","0","12","77","40","58","41","19","15","0","12","39","26","39","26","0","12","0","12","8","13","8","13","0","12","0","12","1500000US370810144081","Block Group 1, Census Tract 144.08, Guilford County, North Carolina"
"251","69","0","12","0","12","0","12","0","12","41","32","0","12","41","32","0","12","47","35","18","22","29","27","0","12","30","29","12","19","18","21","0","12","72","50","72","50","0","12","0","12","32","28","32","28","0","12","0","12","29","28","29","28","0","12","0","12","1500000US370810144091","Block Group 1, Census Tract 144.09, Guilford County, North Carolina"
"505","104","43","39","0","12","43","39","0","12","97","66","24","28","73","64","0","12","123","92","88","82","35","46","0","12","151","81","131","73","20","32","0","12","44","39","44","39","0","12","0","12","27","27","27","27","0","12","0","12","20","23","20","23","0","12","0","12","1500000US370810144092","Block Group 2, Census Tract 144.09, Guilford County, North Carolina"
"277","72","13","20","0","12","13","20","0","12","0","12","0","12","0","12","0","12","75","56","48","46","27","33","0","12","5","11","0","12","5","11","0","12","43","42","26","33","17","26","0","12","60","50","60","50","0","12","0","12","81","68","81","68","0","12","0","12","1500000US370810144101","Block Group 1, Census Tract 144.10, Guilford County, North Carolina"
"266","76","10","16","0","12","10","16","0","12","20","26","0","12","20","26","0","12","49","40","21","25","28","32","0","12","38","43","16","23","22","35","0","12","81","63","71","61","10","17","0","12","52","44","52","44","0","12","0","12","16","24","16","24","0","12","0","12","1500000US370810144102","Block Group 2, Census Tract 144.10, Guilford County, North Carolina"
"187","74","44","40","0","12","44","40","0","12","19","22","10","15","9","15","0","12","44","46","37","44","7","12","0","12","28","36","28","36","0","12","0","12","37","33","37","33","0","12","0","12","15","19","15","19","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810144103","Block Group 3, Census Tract 144.10, Guilford County, North Carolina"
"277","83","10","18","0","12","10","18","0","12","15","24","0","12","15","24","0","12","60","50","8","13","52","50","0","12","64","59","17","19","47","55","0","12","69","46","69","46","0","12","0","12","36","31","36","31","0","12","0","12","23","27","23","27","0","12","0","12","1500000US370810144111","Block Group 1, Census Tract 144.11, Guilford County, North Carolina"
"370","106","15","23","0","12","15","23","0","12","32","32","21","24","11","20","0","12","104","72","54","66","50","43","0","12","48","40","20","24","28","33","0","12","116","75","101","78","15","25","0","12","47","36","47","36","0","12","0","12","8","15","8","15","0","12","0","12","1500000US370810144112","Block Group 2, Census Tract 144.11, Guilford County, North Carolina"
"226","100","9","15","0","12","9","15","0","12","50","37","31","30","19","22","0","12","21","23","0","12","21","23","0","12","24","30","24","30","0","12","0","12","41","35","41","35","0","12","0","12","16","24","16","24","0","12","0","12","65","81","65","81","0","12","0","12","1500000US370810144113","Block Group 3, Census Tract 144.11, Guilford County, North Carolina"
"351","74","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","52","55","43","53","9","14","0","12","88","42","64","38","24","26","0","12","43","38","26","23","17","30","0","12","80","50","52","39","28","31","0","12","88","52","78","54","10","18","0","12","1500000US370810144121","Block Group 1, Census Tract 144.12, Guilford County, North Carolina"
"261","82","11","18","0","12","11","18","0","12","17","18","8","12","9","14","0","12","67","46","19","23","48","42","0","12","20","22","20","22","0","12","0","12","18","18","18","18","0","12","0","12","99","66","99","66","0","12","0","12","29","26","29","26","0","12","0","12","1500000US370810144122","Block Group 2, Census Tract 144.12, Guilford County, North Carolina"
"86","32","11","17","0","12","0","12","11","17","20","17","20","17","0","12","0","12","32","19","32","19","0","12","0","12","19","14","19","14","0","12","0","12","4","7","4","7","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810145011","Block Group 1, Census Tract 145.01, Guilford County, North Carolina"
"81","37","0","12","0","12","0","12","0","12","35","31","15","23","20","23","0","12","25","16","22","15","3","6","0","12","21","20","16","18","5","7","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810145012","Block Group 2, Census Tract 145.01, Guilford County, North Carolina"
"570","119","14","16","7","12","7","11","0","12","72","42","0","12","72","42","0","12","148","67","75","39","73","58","0","12","118","51","100","48","18","18","0","12","119","73","119","73","0","12","0","12","34","37","34","37","0","12","0","12","65","56","65","56","0","12","0","12","1500000US370810145021","Block Group 1, Census Tract 145.02, Guilford County, North Carolina"
"285","107","45","58","0","12","45","58","0","12","74","57","11","17","63","55","0","12","79","61","11","17","68","58","0","12","39","39","30","37","9","15","0","12","48","39","48","39","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810145022","Block Group 2, Census Tract 145.02, Guilford County, North Carolina"
"411","84","25","31","0","12","17","28","8","13","63","45","25","24","38","37","0","12","182","72","66","44","116","61","0","12","44","39","30","26","14","24","0","12","53","30","44","30","9","15","0","12","44","48","44","48","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810145031","Block Group 1, Census Tract 145.03, Guilford County, North Carolina"
"155","52","0","12","0","12","0","12","0","12","20","25","0","12","20","25","0","12","76","43","34","28","42","34","0","12","28","36","28","36","0","12","0","12","14","12","14","12","0","12","0","12","10","16","10","16","0","12","0","12","7","12","7","12","0","12","0","12","1500000US370810145032","Block Group 2, Census Tract 145.03, Guilford County, North Carolina"
"544","97","46","25","0","12","46","25","0","12","56","40","37","36","19","21","0","12","91","56","50","35","41","51","0","12","83","68","53","60","30","28","0","12","142","63","98","49","44","39","0","12","45","36","45","36","0","12","0","12","81","42","81","42","0","12","0","12","1500000US370810151001","Block Group 1, Census Tract 151, Guilford County, North Carolina"
"825","98","43","35","0","12","33","31","10","16","70","47","11","17","59","44","0","12","154","74","82","42","72","63","0","12","146","74","127","73","19","20","0","12","176","75","130","70","46","33","0","12","131","60","131","60","0","12","0","12","105","51","105","51","0","12","0","12","1500000US370810151002","Block Group 2, Census Tract 151, Guilford County, North Carolina"
"319","81","26","29","0","12","26","29","0","12","65","46","38","34","27","31","0","12","86","54","23","26","63","52","0","12","61","48","0","12","61","48","0","12","23","24","23","24","0","12","0","12","13","21","13","21","0","12","0","12","45","41","45","41","0","12","0","12","1500000US370810152001","Block Group 1, Census Tract 152, Guilford County, North Carolina"
"619","130","0","12","0","12","0","12","0","12","61","43","13","21","48","37","0","12","61","43","11","19","50","36","0","12","118","84","95","78","23","25","0","12","173","91","173","91","0","12","0","12","116","80","116","80","0","12","0","12","90","57","90","57","0","12","0","12","1500000US370810152002","Block Group 2, Census Tract 152, Guilford County, North Carolina"
"1077","172","80","61","0","12","63","53","17","26","34","27","10","8","24","26","0","12","84","38","49","27","35","30","0","12","184","108","41","36","143","94","0","12","188","102","174","100","14","15","0","12","262","103","236","97","26","26","0","12","245","115","245","115","0","12","0","12","1500000US370810152003","Block Group 3, Census Tract 152, Guilford County, North Carolina"
"387","95","13","19","0","12","13","19","0","12","50","60","50","60","0","12","0","12","15","24","0","12","15","24","0","12","72","55","49","44","23","36","0","12","121","79","110","86","11","17","0","12","16","24","16","24","0","12","0","12","100","58","100","58","0","12","0","12","1500000US370810152004","Block Group 4, Census Tract 152, Guilford County, North Carolina"
"992","149","44","37","0","12","44","37","0","12","69","47","17","24","52","42","0","12","103","53","19","25","84","54","0","12","96","51","58","37","38","34","0","12","130","55","119","51","11","17","0","12","185","75","146","70","39","27","0","12","365","107","365","107","0","12","0","12","1500000US370810153001","Block Group 1, Census Tract 153, Guilford County, North Carolina"
"716","112","29","31","0","12","29","31","0","12","30","35","30","35","0","12","0","12","159","80","81","50","78","65","0","12","136","68","85","54","51","42","0","12","173","99","161","96","12","19","0","12","66","47","66","47","0","12","0","12","123","83","123","83","0","12","0","12","1500000US370810153002","Block Group 2, Census Tract 153, Guilford County, North Carolina"
"982","133","15","24","0","12","15","24","0","12","65","49","16","26","49","42","0","12","193","106","94","73","99","62","0","12","193","94","87","58","106","75","0","12","233","112","201","108","32","32","0","12","186","98","171","93","15","23","0","12","97","78","97","78","0","12","0","12","1500000US370810153003","Block Group 3, Census Tract 153, Guilford County, North Carolina"
"1394","179","18","21","0","12","18","21","0","12","43","49","14","22","29","40","0","12","197","96","74","61","123","75","0","12","262","143","100","82","162","116","0","12","207","84","197","81","10","17","0","12","366","181","366","181","0","12","0","12","301","140","301","140","0","12","0","12","1500000US370810154011","Block Group 1, Census Tract 154.01, Guilford County, North Carolina"
"416","101","30","45","0","12","0","12","30","45","43","53","32","50","11","18","0","12","32","33","23","28","9","18","0","12","131","64","107","63","24","29","0","12","68","49","68","49","0","12","0","12","112","72","112","72","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810154012","Block Group 2, Census Tract 154.01, Guilford County, North Carolina"
"171","84","0","12","0","12","0","12","0","12","20","32","20","32","0","12","0","12","54","50","39","45","15","23","0","12","26","35","26","35","0","12","0","12","71","55","71","55","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370810154021","Block Group 1, Census Tract 154.02, Guilford County, North Carolina"
"538","112","15","23","0","12","15","23","0","12","30","48","30","48","0","12","0","12","84","51","26","30","58","45","0","12","49","74","49","74","0","12","0","12","71","40","71","40","0","12","0","12","125","67","125","67","0","12","0","12","164","78","164","78","0","12","0","12","1500000US370810154022","Block Group 2, Census Tract 154.02, Guilford County, North Carolina"
"273","102","18","29","0","12","18","29","0","12","14","22","0","12","14","22","0","12","73","69","0","12","73","69","0","12","92","75","75","69","17","26","0","12","35","39","24","34","11","17","0","12","8","15","8","15","0","12","0","12","33","48","33","48","0","12","0","12","1500000US370810154023","Block Group 3, Census Tract 154.02, Guilford County, North Carolina"
"742","166","0","12","0","12","0","12","0","12","151","118","88","91","63","75","0","12","174","113","62","69","112","99","0","12","154","85","85","62","69","54","0","12","163","84","130","70","33","50","0","12","48","54","48","54","0","12","0","12","52","53","52","53","0","12","0","12","1500000US370810154024","Block Group 4, Census Tract 154.02, Guilford County, North Carolina"
